id,product_code,batch_number,manufacturing_date,expiry_date,manufacturer,dispute_status
611781da-f2eb-450e-b6de-41f3e4a2cecf,8900001499706,SJ3479,2025-10-13,2027-09-01,Micro Labs Ltd.,none
18cd37c0-9da4-4565-9b4b-70fce5821698,8907345735765,25116959,2024-12-11,2028-02-18,Wockhardt Ltd.,none
ce8bec97-a756-419f-a815-669ed6954cab,8907684236474,26072387,2025-01-24,2030-01-02,Dr. Reddy's Laboratories Ltd.,none
ec9aceb3-ff84-4192-b114-b120b0edc6ef,8901228543833,UH5509,2024-12-25,2026-06-30,Lupin Ltd.,none
3abe591b-e7b7-4fe7-80ab-0bfb0fd40f86,8908428361777,UX1816,2025-03-08,2027-05-08,Alembic Pharmaceuticals Ltd.,none
d825be30-74d6-4d25-b4a7-31d0898cbbb1,8908996591367,25057377,2024-07-14,2026-05-25,Ajanta Pharma Ltd.,none
3de4b308-48d1-4427-ac0c-e4c257a0ee41,8906418238378,26102492,2025-05-01,2030-02-15,Sun Pharmaceutical Industries Ltd.,none
60090a90-6634-4995-851e-3eb048f456ea,8908424419897,25017959,2025-05-10,2028-06-17,Silverline Drugs Pvt. Ltd.,open
fe40cdd9-0302-445d-b2bb-b781cc1f370e,8908673062232,ZV2172,2025-11-17,2027-03-29,Piramal Pharma Ltd.,none
7dad0e3d-bd81-4dcb-9596-188977534973,8904313264691,LOT24F516,2024-11-09,2028-11-23,Alembic Pharmaceuticals Ltd.,none
34a41240-a2dc-4132-a79a-ceca1920ebe3,8901402727471,LOT26C351,2026-06-28,2029-05-24,Mankind Pharma Ltd.,none
b885a0ba-10b2-4da9-9ff3-9007518419cf,8908660480376,LOT26E804,2025-11-10,2027-01-31,Ipca Laboratories Ltd.,none
c345cf9a-0f17-4a47-a31b-9600c61f9386,8905936743689,LOT24A483,2026-06-10,2030-10-15,Zydus Lifesciences Ltd.,none
7d895fa6-a987-46e6-9d08-a67609b21f46,8903532527174,PC4472,2026-01-23,2028-04-22,Zydus Lifesciences Ltd.,none
bf376a62-9408-437f-8c61-4c9dae26e5cf,8902183033258,LOT26G725,2025-07-16,2030-07-07,J.B. Chemicals & Pharmaceuticals Ltd.,none
693b0da0-7a29-454f-a64c-d462041a9369,8909807559534,26013397,2025-03-31,2029-12-21,Cipla Ltd.,none
de0d7f28-ea27-4209-b82f-18a5963b68a2,8904477882870,26124328,2024-12-26,2027-11-09,Indoco Remedies Ltd.,none
b0d22117-735e-4927-9053-4a163d904b37,8900707956726,24035412,2024-11-12,2028-11-26,Dr. Reddy's Laboratories Ltd.,none
b6b44c00-0f4a-413c-85b3-39828df3487e,8903635461183,KG6346,2024-12-25,2028-09-21,Sun Pharmaceutical Industries Ltd.,none
c09ef43b-b5cb-4c4d-a97a-fa00d51efa96,8902993146925,SJ5437,2021-12-06,2025-05-06,Wockhardt Ltd.,none
8cf094f5-34e5-49f4-aa9e-37e951382f96,8908995169817,25092748,2026-01-30,2028-05-04,Girivan Pharmaceuticals Pvt. Ltd.,open
e4a49807-7cef-48bd-b47f-961a53edafd4,8904477882870,26035085,2025-02-27,2029-11-28,Indoco Remedies Ltd.,none
95596833-14f9-45fe-9020-a65289709efe,8902941165461,CP0472,2025-05-14,2029-10-06,Sun Pharmaceutical Industries Ltd.,none
2f649921-8c0d-4e64-a75f-ffc34644d323,8903972376374,LOT24C305,2026-07-16,2031-07-05,Wockhardt Ltd.,none
46f28916-d6a4-4ea0-933c-faabba955d83,8903330584397,24115661,2025-04-16,2027-11-04,Wockhardt Ltd.,none
13c88362-2f72-46c6-9209-8a7608a4ef8e,8908884408084,VP3072,2026-07-14,2028-07-28,Marksans Pharma Ltd.,none
ef05d188-6dcf-42a3-a1f6-6f70bdc09d77,8908884408084,LOT26F676,2026-07-29,2028-11-27,Marksans Pharma Ltd.,none
392b5b62-3685-4e1e-be4b-b7aa8c70b1c0,8905140837385,25057458,2026-03-01,2027-05-03,J.B. Chemicals & Pharmaceuticals Ltd.,none
44cd1e9d-8298-4ef2-8b24-7e9288a6d1ba,8902447939089,24111063,2024-11-14,2027-02-25,Torrent Pharmaceuticals Ltd.,none
97847c7c-e0a9-41e1-b217-a56422f73a7a,8900393794873,LOT26G147,2026-06-18,2030-08-07,Vishwas Healthcare Pvt. Ltd.,resolved_overturned
99610099-16d0-4627-81b9-10e9bdab536e,8904313264691,UH4733,2026-07-22,2028-04-07,Alembic Pharmaceuticals Ltd.,none
14973f18-e749-4498-999c-e5a15cc1412d,8902993146925,LOT26G566,2025-05-10,2028-02-08,Wockhardt Ltd.,none
d0c9ba6c-bd40-48f9-a914-9948d96cbadb,8907345735765,LOT24G803,2025-06-13,2028-12-25,Wockhardt Ltd.,none
7d3fdf9e-e8fe-42c4-af4b-b3f3846b86f7,8900577768900,LOT25C137,2021-10-25,2026-01-26,Natco Pharma Ltd.,none
1071fb08-49c3-4083-90b9-14824eed87b8,8908234464910,QH3733,2026-01-31,2028-06-08,Ipca Laboratories Ltd.,none
8bc0e8af-d0ab-46bc-b7f4-5b02063519ed,8905936743689,LOT24F211,2021-04-17,2026-02-13,Zydus Lifesciences Ltd.,none
995b054a-4454-445d-b62b-fffc3c460653,8902183033258,LOT26E955,2025-11-18,2026-11-28,J.B. Chemicals & Pharmaceuticals Ltd.,none
8e216aed-01e8-49bb-8487-00638ed15500,8907684236474,26093011,2025-09-04,2027-02-14,Dr. Reddy's Laboratories Ltd.,none
098199de-d6ba-45d3-9fd4-baa8ff8aa216,8903330584397,24023285,2026-08-02,2027-10-08,Wockhardt Ltd.,none
b113008e-639b-41d2-9bed-055dbda45345,8903635461183,WH8129,2026-07-09,2030-07-28,Sun Pharmaceutical Industries Ltd.,none
07cd3d8b-85e6-4a59-8223-e092bc52d674,8906686825167,SL3864,2025-05-30,2029-06-19,GlaxoSmithKline Pharmaceuticals Ltd.,none
ee4954f9-6b02-4063-8586-abdd79bcfec0,8901936426455,LOT24H211,2025-03-28,2028-06-11,Glenmark Pharmaceuticals Ltd.,none
c26dac3e-1712-41dd-a1d1-b49628cb59a6,8902260951139,25042741,2023-10-03,2025-02-06,Mankind Pharma Ltd.,none
bf33c001-4d2b-4eaa-b971-8fe0ea807273,8900577768900,24106354,2026-04-13,2027-12-01,Natco Pharma Ltd.,none
56215798-e285-4c42-ab00-ab6b6400eb59,8901257474364,LOT26E318,2026-03-26,2030-01-09,Abbott India Ltd.,none
7623dbb7-3ab8-4ff7-9b5c-d6ed29f863c8,8905458944388,LOT25D259,2024-10-07,2027-07-27,Sanofi India Ltd.,none
33bc6202-8c80-4c8c-a6b4-805fb9122e10,8902447939089,RD6789,2026-05-17,2030-03-07,Torrent Pharmaceuticals Ltd.,none
36478f33-f532-4e6c-a262-f969ca2a5f85,8906047361152,24063061,2021-10-25,2025-02-08,Piramal Pharma Ltd.,none
7a8e044e-8e6b-463c-834d-dc8b1132b147,8905651807948,WZ2442,2026-08-10,2029-11-14,Sun Pharmaceutical Industries Ltd.,none
c59c27fb-d00e-405e-8984-70a8f23ff60b,8907338123864,25082169,2026-07-11,2030-01-02,Kalash Biotech Ltd.,none
77ba7701-0610-4182-8cd2-a04c9fba61ee,8901442334331,LOT25H648,2025-08-05,2030-07-28,Alembic Pharmaceuticals Ltd.,none
553722a1-3036-4093-a995-c153337b6fb9,8909937337915,LOT24H948,2024-09-18,2027-06-29,Glenmark Pharmaceuticals Ltd.,none
bc06301f-4641-4543-bee9-f537463ad89f,8900138357454,SK9887,2026-07-04,2027-08-24,Micro Labs Ltd.,none
2c6fbd65-661d-48de-8820-cf04b153638b,8906418238378,26051625,2025-04-09,2027-12-01,Sun Pharmaceutical Industries Ltd.,none
5eb35c77-43ad-48ab-99b2-6fa4e476fecb,8905027043841,LOT25B645,2026-04-17,2029-03-30,Natco Pharma Ltd.,none
5a2bf28c-b6b1-4f79-ac38-1824c380f5d0,8903077944551,24104776,2026-08-29,2030-05-10,Ipca Laboratories Ltd.,none
fedcb1b5-3944-4b65-9e93-e907fe5e235f,8904313264691,26122267,2025-08-27,2027-11-27,Alembic Pharmaceuticals Ltd.,none
c4d7eb8b-3910-43c9-9b8f-7b0e8aebc8c8,8902993146925,LOT26E695,2026-01-04,2028-05-05,Wockhardt Ltd.,none
91de91d5-3121-41fd-a32f-73537cdafff0,8904477882870,ZG4393,2025-12-19,2028-04-09,Indoco Remedies Ltd.,none
8d3a821a-950a-4ebb-91aa-53deb22ca651,8909776485357,26114595,2025-10-27,2028-12-29,Zydus Lifesciences Ltd.,none
7d7027c1-e36e-4af2-ac8f-c099bd19351a,8906113462677,NS6980,2025-07-11,2026-09-22,GlaxoSmithKline Pharmaceuticals Ltd.,none
789c40a9-9e90-4b2a-a7d2-219625740d07,8909640162122,LOT26A560,2024-12-29,2028-07-27,Indoco Remedies Ltd.,none
79d77ec1-c99e-4776-b3be-7ee2cdfb97a2,8908738948771,LOT25F694,2025-11-12,2030-05-25,Abbott India Ltd.,none
33a01e61-9f59-4b6e-896d-bbc6caaf0264,8901636102071,DU0896,2025-01-16,2028-11-24,Mankind Pharma Ltd.,none
38d7898f-0f25-46ce-8822-2b6996ebd691,8903532527174,TV4803,2024-11-11,2027-08-10,Zydus Lifesciences Ltd.,none
d2d2bf9a-e029-4da6-b7bd-5550678c25d0,8902183033258,24053421,2023-07-07,2025-03-27,J.B. Chemicals & Pharmaceuticals Ltd.,none
fec73bb6-dc7f-4b2c-bd7e-22809ea10c32,8906837996942,XC2578,2022-04-22,2026-08-16,Natco Pharma Ltd.,none
48d95493-f2e2-4348-9289-cfcf85260d66,8904942727187,LOT25D176,2025-02-09,2027-08-14,Biocon Ltd.,none
e3dc625e-6da2-48b4-8e8f-d6483aec277c,8905027043841,LOT26C606,2026-07-04,2027-11-08,Natco Pharma Ltd.,none
17d63e40-93ee-474d-b87e-eed3ea0002a4,8909430944205,LOT25A321,2024-12-17,2029-01-04,Alembic Pharmaceuticals Ltd.,none
8797076b-c441-4267-ab83-b1e1fce6356e,8902447939089,LOT26H806,2020-12-19,2024-10-14,Torrent Pharmaceuticals Ltd.,none
915a764d-f2d0-4b5f-a992-83aba100f883,8909807559534,24058095,2024-12-01,2029-09-21,Cipla Ltd.,none
48d27801-da0c-47bb-ab67-fc87a51b335f,8907573869302,ED6515,2025-01-14,2027-08-29,Cipla Ltd.,none
1b85c94f-519d-48a2-94cf-d3fe95b1bd69,8900471959291,GL4048,2025-09-24,2030-04-16,Meridian Formulations Pvt. Ltd.,resolved_upheld
6b055f5e-522d-40e0-89f3-5c05ebdb4daa,8903453348821,LOT24G923,2026-02-05,2029-10-20,Wockhardt Ltd.,none
303bfd31-720e-465e-b562-4009c512c06d,8901795675954,24104785,2026-08-20,2030-08-05,Aurobindo Pharma Ltd.,none
5f102600-3ee5-49ad-ade4-d45d0fe361e1,8908673062232,YB3944,2024-11-26,2029-01-05,Piramal Pharma Ltd.,none
54d199cf-ef4a-4563-8bfe-4ba77e6a8e78,8900151108194,KY3803,2025-11-30,2029-08-17,USV Pvt. Ltd.,none
c3a72230-c81a-4319-9715-168e8116f013,8901034230701,LOT25A963,2025-10-28,2029-02-24,Abbott India Ltd.,none
555a88f5-9204-40b0-8e59-c5854f55f4a4,8900811342280,26017153,2025-03-26,2029-08-30,Girivan Pharmaceuticals Pvt. Ltd.,none
c5babfff-a92e-4546-b4d6-cadd68d6951f,8902623846571,TR9134,2026-01-28,2029-05-11,Zydus Lifesciences Ltd.,none
7b7ea11d-9f46-43ad-8e69-266b32323d48,8903532527174,LOT25G965,2025-07-30,2030-01-02,Zydus Lifesciences Ltd.,none
2ffc3e92-1b4f-47ba-ba06-2c21bd49cc15,8901402727471,24057392,2025-10-22,2030-02-14,Mankind Pharma Ltd.,none
514d9430-409a-419a-8767-64629aaa1943,8904147383886,ZN4436,2026-06-16,2029-09-12,Northstar Remedies Ltd.,resolved_overturned
62135ed4-4151-4c42-8b75-6be941c17b57,8907107974795,XW8813,2026-04-10,2028-01-23,Meridian Formulations Pvt. Ltd.,none
71b42aad-c97d-41cd-918d-e5a3b90c31a2,8906047361152,26111961,2024-10-10,2028-06-07,Piramal Pharma Ltd.,none
d12e58a2-e4c8-4c69-849e-d951a070abd4,8902527998151,HA9637,2024-09-23,2027-06-02,Ipca Laboratories Ltd.,none
5c0bfa37-bb9f-469c-a229-23f034c7b433,8901442334331,GV0305,2025-10-09,2029-12-06,Alembic Pharmaceuticals Ltd.,none
137eca7c-bdbb-46fd-ace3-b61b8a7d7568,8901522284492,DR8556,2025-03-10,2029-06-24,Cipla Ltd.,none
829f58d9-3dfd-4dec-8a75-0cd01644d024,8900707956726,25038188,2026-08-14,2028-07-22,Dr. Reddy's Laboratories Ltd.,none
85e2feb2-d65f-45dd-b555-8b5ed3c9f86e,8901880806979,24022728,2025-02-16,2026-12-06,Lupin Ltd.,none
0cdef3cf-e2df-42ab-bf98-e23d448f80c5,8904276537502,LOT25G448,2025-03-01,2029-07-26,Micro Labs Ltd.,none
260efb1e-e5ea-46e9-b391-f166db850a81,8905074921237,25032692,2026-01-20,2030-09-09,Cipla Ltd.,none
cf81e38f-b3b9-4345-8487-213105e94aa1,8904347358756,24027817,2026-02-24,2027-06-29,Abbott India Ltd.,none
af75cd37-89cf-4436-98b4-d3c5b1d06a4a,8909065355911,LOT24A475,2025-07-17,2029-10-03,Suraksha Pharmaceuticals Ltd.,none
58823ae5-ba84-444b-860a-cbba0563e4fa,8904520635707,MW6013,2026-04-15,2027-10-11,Alkem Laboratories Ltd.,none
600729e3-4be3-47a7-b8cb-7384bbe989df,8902993146925,DJ0123,2025-08-09,2027-12-08,Wockhardt Ltd.,none
24977d0a-c772-4214-a5b2-eeb1fdb30a40,8906418238378,YZ1444,2020-08-16,2025-01-13,Sun Pharmaceutical Industries Ltd.,none
c0535f0f-bc35-4ea7-b5e2-a2189b0679c9,8904520635707,LOT26H890,2022-11-20,2025-05-05,Alkem Laboratories Ltd.,none
d64a595a-7702-4959-9bb9-5e415db7c709,8904601938622,JM0508,2024-12-31,2027-10-30,Vishwas Healthcare Pvt. Ltd.,none
98d16cca-2851-471c-a494-17a835e8146d,8902457859302,LOT26H886,2025-10-26,2029-01-15,Dr. Reddy's Laboratories Ltd.,none
c7dafcbd-e68f-45b2-845b-4882f6880381,8904998340203,LOT26G918,2025-11-05,2028-02-27,Lupin Ltd.,none
01fb8207-440a-4d8a-acc8-61378cce13fd,8905067392604,SM5334,2024-11-30,2026-11-24,Intas Pharmaceuticals Ltd.,none
cc95ee86-dc39-43f2-b3dd-cd282d035be8,8909352684043,YB6323,2025-11-22,2028-05-26,Zydus Lifesciences Ltd.,none
1c8645b6-061b-48ed-bf6f-a017b69058d1,8906113462677,LOT24E587,2025-12-07,2027-04-07,GlaxoSmithKline Pharmaceuticals Ltd.,none
148a026b-babb-4d05-b496-a916f1f09a75,8900627956866,LOT24D159,2024-10-18,2028-11-23,Biocon Ltd.,none
81baa1b0-2c58-4a71-ad91-5f4b3863ff0e,8902260951139,24121561,2026-04-01,2029-07-20,Mankind Pharma Ltd.,none
d205e5ad-41a3-4101-a529-5d87e43de9e4,8909352684043,LOT26G485,2025-02-16,2029-02-23,Zydus Lifesciences Ltd.,none
1a755544-0439-4efd-9ed2-59990e511d46,8900138357454,RJ7638,2026-04-25,2029-07-16,Micro Labs Ltd.,none
ba749092-8b85-4c49-8415-16227b685b91,8901707467197,LOT25E966,2025-10-01,2028-08-31,GlaxoSmithKline Pharmaceuticals Ltd.,none
4afd1bd7-cef0-49cf-9033-d13526888dc4,8902623846571,LOT25B179,2026-02-08,2030-08-31,Zydus Lifesciences Ltd.,none
3383fdae-813b-4d0c-b56c-fa402f18bd61,8901936426455,LOT26A634,2025-05-03,2027-04-10,Glenmark Pharmaceuticals Ltd.,none
2ea8bb1e-3577-4c96-bc4a-57d404ad3575,8908234464910,RT0509,2024-10-27,2028-11-16,Ipca Laboratories Ltd.,none
1b868959-36c7-4647-82c5-4bfd16ef6a14,8907973860299,QT9143,2026-03-18,2027-12-19,USV Pvt. Ltd.,none
70df5aaa-9a49-4199-bbf0-3d0d24d0294c,8906712472899,LOT26E240,2026-07-28,2027-07-29,Mankind Pharma Ltd.,none
9f8058d0-6a4a-432c-ae0f-af6690ff9946,8909077773430,25106969,2026-04-10,2028-09-21,Suraksha Pharmaceuticals Ltd.,none
9d5b331b-ea3e-4f6b-9bf1-ea4d68fb44cc,8902822344786,WJ9002,2025-08-04,2028-03-04,Abbott India Ltd.,none
fbe9ae70-fc95-4eb4-89d0-8a58a719a896,8908673062232,25012466,2022-10-15,2025-04-08,Piramal Pharma Ltd.,none
d8b20d0f-c998-4ec6-818e-1fd5e1f0e378,8908336324249,LOT24B465,2025-05-30,2028-06-20,GlaxoSmithKline Pharmaceuticals Ltd.,none
19800022-3b27-4a60-aca1-c5ecdb0c26da,8907573869302,LOT26F791,2024-12-17,2027-08-10,Cipla Ltd.,none
08914eeb-5493-4ffd-a504-089ac4a9c92c,8904196790188,SK3777,2026-05-17,2031-03-13,Sun Pharmaceutical Industries Ltd.,none
56e8e70e-32d9-4538-8c10-a14c10568d41,8901707467197,LOT24G176,2026-05-31,2029-07-29,GlaxoSmithKline Pharmaceuticals Ltd.,none
c7731f9b-4f3b-4776-b761-399c2dd8bffc,8905936743689,LOT25C839,2024-02-04,2026-06-19,Zydus Lifesciences Ltd.,none
1390c79b-cc81-48b7-b52f-a6dce5b34d26,8901034230701,25052544,2026-08-29,2030-12-24,Abbott India Ltd.,none
3023c4f1-e433-4c27-8a17-42423be8f455,8901506705318,LOT26G696,2025-02-03,2027-07-18,Natco Pharma Ltd.,none
6ae263bc-adfe-4cac-800e-c5c1f964b03d,8909044851939,EU4039,2026-07-14,2029-05-23,Piramal Pharma Ltd.,none
e97716ce-91f2-4791-8beb-5ba878ddc495,8902993146925,LOT25B559,2025-08-19,2027-06-09,Wockhardt Ltd.,none
ce7ea017-1e3b-4b72-8c6a-bf8d8ccda977,8902941165461,26107871,2022-02-01,2024-11-21,Sun Pharmaceutical Industries Ltd.,none
251620f6-76a6-49d2-98a0-09f9fa996b8c,8905601284237,LOT25D424,2025-12-11,2030-05-26,Dr. Reddy's Laboratories Ltd.,none
9725ca9a-7a67-4ac6-ac6a-71d057c4d9bc,8908660480376,LOT25G551,2025-04-08,2029-02-09,Ipca Laboratories Ltd.,none
c209eaa4-a414-401a-9ef1-ba416f318351,8907651954380,25068088,2026-06-04,2029-08-26,Bhoomi Remedies Pvt. Ltd.,none
87a4268b-512b-45f1-b8fd-2f60e286c9b1,8908794237475,QK3146,2026-05-02,2027-09-27,Wockhardt Ltd.,none
735a955d-db12-4155-97f4-42345dc07291,8907281013737,26035531,2021-07-10,2025-01-08,Micro Labs Ltd.,none
222dcde7-641a-477c-b490-4096918430db,8908738948771,LOT24A215,2025-12-28,2028-10-01,Abbott India Ltd.,none
2f0282e9-e921-4578-9ed2-42f2b5153186,8908141881974,24023291,2026-08-11,2029-07-18,FDC Ltd.,none
d7f0f33c-40b9-4294-ae0f-7a019b2dbf49,8909776485357,LOT24C441,2025-01-15,2027-04-02,Zydus Lifesciences Ltd.,none
85d5db13-8c74-4d73-9775-b724de86cac7,8904772360610,LOT24E263,2025-07-04,2029-09-14,Glenmark Pharmaceuticals Ltd.,none
d7ab0f2a-4d31-4c94-bd6b-6607f7a55d17,8902457859302,26059522,2020-12-17,2025-10-08,Dr. Reddy's Laboratories Ltd.,none
0f3109d6-164e-49ef-9b45-414815ed09f7,8902457859302,WZ3248,2025-11-30,2030-03-11,Dr. Reddy's Laboratories Ltd.,none
236da9b0-58bb-48b5-810b-a25d36332f29,8901396005660,25012480,2024-11-04,2027-02-08,Torrent Pharmaceuticals Ltd.,none
00c208af-475d-42cc-a92c-c91744547168,8908738948771,24017416,2026-03-22,2029-03-21,Abbott India Ltd.,none
d044cf0b-b4e0-4996-bf8c-4e34551ff924,8901264866977,LOT24G469,2025-02-11,2027-12-17,Emcure Pharmaceuticals Ltd.,none
d5b58760-7d86-4ef8-83e3-56a22abc8d68,8901092721721,25013914,2025-10-29,2027-04-19,Biocon Ltd.,none
8f66ac58-7912-4c84-8526-d90d1f49d02c,8901550734699,LOT25E194,2025-04-05,2029-06-02,Kalash Biotech Ltd.,open
c46f1f8d-22ba-4a1b-85ad-ce615b18039a,8902334315255,LOT25H501,2025-07-25,2029-07-20,GlaxoSmithKline Pharmaceuticals Ltd.,none
3ae551e5-b59a-498c-a316-7a0b302b584b,8907573869302,GN1244,2020-08-14,2025-02-11,Cipla Ltd.,none
e5a86706-1d9a-4893-9eaa-8d6b9e50ec16,8906837996942,24041877,2024-10-29,2029-02-07,Natco Pharma Ltd.,none
b41333ce-d376-409e-ba2e-4afc2920ebf8,8900811342280,DK5108,2025-04-26,2027-04-01,Girivan Pharmaceuticals Pvt. Ltd.,open
e5d01b66-3190-46da-918e-1a23c78f1e61,8905601284237,26115433,2026-01-29,2027-05-28,Dr. Reddy's Laboratories Ltd.,none
5b6129b2-5525-4ff5-b1fc-43125a627b0f,8905074921237,NF1502,2025-06-30,2029-04-27,Cipla Ltd.,none
098b584e-e27a-462b-8069-ddccf6fc22bc,8901707467197,QX2913,2025-07-28,2027-09-01,GlaxoSmithKline Pharmaceuticals Ltd.,none
c0351340-db56-4f71-8c64-d065327674d9,8901506705318,25046743,2023-06-10,2025-10-29,Natco Pharma Ltd.,none
a2f20e22-b0be-42fb-940b-30dd5d00e6ca,8901636102071,26037123,2025-10-22,2029-09-17,Mankind Pharma Ltd.,none
5119a75a-522b-4624-8516-60eb35e726ff,8905027043841,LOT25C935,2026-06-12,2029-01-31,Natco Pharma Ltd.,none
b3a3959e-a3a5-425f-8eb5-8e583df9cf27,8902447939089,LOT24A529,2026-05-21,2029-01-26,Torrent Pharmaceuticals Ltd.,none
40b60ea2-58ee-4c25-ae90-c11f68d6ff84,8903280387266,LOT26C136,2025-03-09,2029-01-13,Dr. Reddy's Laboratories Ltd.,none
b0e652b6-471a-4d53-ab3e-cbaa6d053367,8909808947427,26021292,2025-05-10,2028-03-15,Micro Labs Ltd.,none
0ab54d60-4367-4711-a884-36eb8fe75fd7,8909808947427,YW6261,2026-04-06,2028-12-13,Micro Labs Ltd.,none
231cba03-aed7-46a5-9b1d-d740ca525acc,8904772360610,BW3474,2025-12-26,2029-07-28,Glenmark Pharmaceuticals Ltd.,none
25027c97-0243-4887-af17-31a1d4cb0f07,8902374543839,LOT24G938,2026-07-08,2029-07-19,Piramal Pharma Ltd.,none
ca0918aa-87b0-466c-bed7-93a8cadad991,8902941165461,GU0848,2025-10-06,2030-06-04,Sun Pharmaceutical Industries Ltd.,none
737c6c1c-5c2c-4755-980d-2ae76179c1e9,8905651807948,25092494,2026-03-01,2030-12-12,Sun Pharmaceutical Industries Ltd.,none
16960551-8627-48f3-9cf5-b720d0dac4b9,8901442334331,26072599,2025-04-16,2026-10-22,Alembic Pharmaceuticals Ltd.,none
d5f33c43-a875-4f3b-ab33-38849bbac061,8907005083373,LOT26H177,2023-11-11,2026-08-06,Ipca Laboratories Ltd.,none
845a8df2-38a4-4936-b130-7ce208f259a5,8902260951139,LS6980,2025-01-07,2027-11-22,Mankind Pharma Ltd.,none
62a9a934-0d05-4033-ac23-e3810d06c514,8903532527174,HV1900,2024-11-09,2028-05-14,Zydus Lifesciences Ltd.,none
0a1e936a-2608-4617-a2bd-79f4d0a1ac51,8904998340203,26068497,2025-08-02,2026-10-14,Lupin Ltd.,none
861ef872-f311-470a-8ac5-d6c672439dd4,8901522284492,LOT26F632,2024-12-06,2027-05-13,Cipla Ltd.,none
540ce9f2-d825-40f1-bc56-842783b89edd,8907973860299,LOT24B564,2026-08-08,2030-10-11,USV Pvt. Ltd.,none
b37de87e-a2a6-4424-8cc8-dcc3eb658d42,8908336324249,LOT24A400,2026-02-14,2027-11-05,GlaxoSmithKline Pharmaceuticals Ltd.,none
5483671b-d4cf-407a-8ad7-6f2048ab06e9,8907877908912,WB7166,2025-01-12,2027-02-12,Intas Pharmaceuticals Ltd.,none
10e1fff1-c8cc-474c-b7ee-f18c85b8df3f,8904276537502,NZ5583,2025-07-20,2029-02-01,Micro Labs Ltd.,none
cf955a2d-e0f6-4b55-9a1a-6c58172cf4dd,8903077944551,LOT26E390,2026-09-12,2028-04-27,Ipca Laboratories Ltd.,none
7925581e-d56c-4190-88f1-f463579f99d1,8908995169817,25122088,2024-10-30,2029-08-19,Girivan Pharmaceuticals Pvt. Ltd.,open
361737b3-fec8-4ebe-b0ef-519e9f25291b,8908234464910,MP2347,2025-04-28,2028-07-12,Ipca Laboratories Ltd.,none
3e2d897e-269a-4fc1-989c-807dd16fe267,8901880806979,24129778,2025-05-24,2027-04-30,Lupin Ltd.,none
d32b5fa3-6fdc-4a9d-a19d-2789e94640ab,8901936426455,LOT25E304,2024-12-20,2029-04-11,Glenmark Pharmaceuticals Ltd.,none
bf5b0371-384d-4d10-8ca8-d7bb29ce02b2,8901880806979,LOT24G212,2026-04-03,2028-01-14,Lupin Ltd.,none
9facbca0-12ab-4746-94b4-545f1e9c93c8,8901880806979,26036402,2026-02-06,2027-10-24,Lupin Ltd.,none
d9790847-6063-48a4-bf08-cddeb5d2a1ea,8903504169052,LOT24A691,2026-01-30,2030-08-04,Alembic Pharmaceuticals Ltd.,none
1900cb23-adb6-4482-8daf-da2d21b73951,8902334315255,KV6525,2023-06-12,2026-01-06,GlaxoSmithKline Pharmaceuticals Ltd.,none
73635a19-f80b-4094-8f31-1024f12ecce2,8901092721721,LOT26A544,2026-05-27,2030-12-03,Biocon Ltd.,none
f97fcc8c-5c49-48be-bccc-9d5d44cc1252,8906418238378,LOT25G201,2025-05-27,2028-08-20,Sun Pharmaceutical Industries Ltd.,none
5b4a4014-f190-4a30-a29a-f5c5f9864111,8904637300828,LOT26G994,2025-12-02,2030-04-08,Meridian Formulations Pvt. Ltd.,resolved_upheld
1432bb42-62b9-452a-b09d-436ce607e251,8909776485357,24113574,2024-12-25,2029-09-19,Zydus Lifesciences Ltd.,none
62670e84-571f-4446-bf27-e89884a530ba,8907573869302,PR0978,2023-05-03,2025-08-28,Cipla Ltd.,none
f69eadc5-d6aa-44d5-8f0b-fb96d38b255e,8901396005660,LOT25F804,2025-02-26,2027-09-05,Torrent Pharmaceuticals Ltd.,none
4e2eed60-476c-40c2-beec-e6091da741d0,8900151108194,26105083,2026-07-06,2028-12-31,USV Pvt. Ltd.,none
3b3c5b75-7926-4c9d-8fe9-a9b506a68aa1,8904477882870,26099958,2025-08-05,2027-08-08,Indoco Remedies Ltd.,none
4ec285da-1fb1-4274-9cda-00234ee29083,8901936426455,24032304,2026-04-17,2029-11-23,Glenmark Pharmaceuticals Ltd.,none
6b42529b-761b-49fe-9e1a-0e6fffcd40f3,8909873411325,26111966,2025-03-29,2027-01-08,Eris Lifesciences Ltd.,none
46e54082-7ae0-45c5-88bd-32025a472060,8901442334331,LOT24E804,2024-11-14,2026-12-23,Alembic Pharmaceuticals Ltd.,none
5ae70de5-6349-4211-9d9a-66e0a3b7f4f8,8909044851939,SN9440,2025-02-21,2027-01-02,Piramal Pharma Ltd.,none
164f4751-cbb8-447f-8d49-a1e5db08c8c2,8901442334331,LOT25H619,2025-07-21,2030-04-02,Alembic Pharmaceuticals Ltd.,none
216d7726-1e53-4977-abcc-5dff16721a9d,8901034230701,25079708,2023-11-01,2026-04-21,Abbott India Ltd.,none
238d88cc-35fc-4459-8c72-54de007cfb39,8906047361152,26042002,2024-12-22,2027-06-30,Piramal Pharma Ltd.,none
86a11de4-f3ae-4c66-a26e-a1e708ba8fc1,8909352684043,25036582,2026-09-03,2030-08-06,Zydus Lifesciences Ltd.,none
