id,product_name,batch_number,manufacturer,alert_date,reason,source_document,extraction_confidence,lab_type,status
c3b1369d-3052-4218-ae79-73950fa56275,Cetirizine Hydrochloride Tablet,JN3749,Silverline Drugs Pvt. Ltd.,2025-06-01,Disintegration test failure,CDSCO_NSQ_Alert_Jun_2025_Punjab_StateLabs.pdf,high,state,active
f722619b-4580-4a1f-ba78-e861d3fac4c2,Azithromycin Tablet,26102372,Nirmala Biotech Pvt. Ltd.,2025-06-28,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Jun_2025_Rajasthan_StateLabs.pdf,high,state,active
398c0ceb-635f-4a42-84df-2cf693216b71,Cetirizine Hydrochloride Tablet,LOT25D400,Nirmala Biotech Pvt. Ltd.,2024-04-15,Loss on drying test failure,CDSCO_NSQ_Alert_Apr_2024_Gujarat_StateLabs.pdf,high,state,active
02d3410a-c8e0-419d-9536-93ffcdf7dd03,Cetirizine Hydrochloride Tablet,LN6780,Greenfield Pharma Industries,2025-06-05,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Jun_2025_Karnataka_StateLabs.pdf,low,state,active
a05a5943-5913-4d7a-8d55-8d1a79461045,Paracetamol Tablet,CL5394,Suraksha Pharmaceuticals Ltd.,2025-06-08,Related substances / degradation impurities beyond specified limit,CDSCO_NSQ_Alert_Jun_2025_Haryana_StateLabs.pdf,medium,state,active
f72ec413-9688-4a17-8de2-f1fe2084e8c2,Diclofenac Sodium Tablet,LOT26C595,Everwell Pharmaceuticals Pvt. Ltd.,2026-07-09,Microbial contamination / sterility test failure,CDSCO_NSQ_Alert_Jul_2026_Karnataka_StateLabs.pdf,low,state,active
2bf0bd29-2166-49c3-8c06-4096f63d4dae,Cefixime Tablet,NS8000,Amrutha Drugs Ltd.,2025-06-07,Related substances / degradation impurities beyond specified limit,CDSCO_NSQ_Alert_Jun_2025_Gujarat_StateLabs.pdf,high,state,active
022cca5e-14b1-432b-9d46-2d62b0e8511f,Cetirizine Hydrochloride Tablet,LOT25A559,Amrutha Drugs Ltd.,2025-06-23,Disintegration test failure,CDSCO_NSQ_Alert_Jun_2025_Gujarat_StateLabs.pdf,high,state,active
f865b49a-4b34-4fca-9278-11c209a67753,Ciprofloxacin Hydrochloride Tablet,25022492,Vishwas Healthcare Pvt. Ltd.,2025-12-13,pH value out of specified range,CDSCO_NSQ_Alert_Dec_2025__CentralLabs.pdf,medium,central,active
befd8500-2457-49d0-973f-0ee299a17b82,Cefixime Tablet,FW1732,Trishakti Healthcare Ltd.,2025-06-07,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,high,central,active
7fc02874-4ca6-448d-a60b-a971d6f09bb0,Atorvastatin Calcium Tablet,24036746,Everwell Pharmaceuticals Pvt. Ltd.,2024-07-05,Friability test failure,CDSCO_NSQ_Alert_Jul_2024_Gujarat_StateLabs.pdf,medium,state,active
338a3fea-7cb7-432c-8da0-bbec86383b00,Azithromycin Tablet,26015036,Everwell Pharmaceuticals Pvt. Ltd.,2026-01-10,Disintegration test failure,CDSCO_NSQ_Alert_Jan_2026_Karnataka_StateLabs.pdf,high,state,active
2efc6be5-abdd-42d7-b07d-d3f859b19509,Pantoprazole Tablet,MM3756,Vishwas Healthcare Pvt. Ltd.,2025-06-05,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Jun_2025_Karnataka_StateLabs.pdf,high,state,active
38f705a0-135e-47f6-afe8-a8e662ca5dc9,Ciprofloxacin Hydrochloride Tablet,RZ7159,Bhoomi Remedies Pvt. Ltd.,2025-06-26,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Jun_2025_TamilNadu_StateLabs.pdf,high,state,active
db4e753a-6c1a-4e3c-8ae0-52dbaed548bd,Amlodipine Besylate Tablet,26059603,Trishakti Healthcare Ltd.,2025-06-02,pH value out of specified range,CDSCO_NSQ_Alert_Jun_2025_Rajasthan_StateLabs.pdf,medium,state,active
8bbc1e09-b91c-43e5-ab94-e8f7180a7831,Atorvastatin Calcium Tablet,LOT24C396,Kalash Biotech Ltd.,2025-06-17,Dissolution test failure,CDSCO_NSQ_Alert_Jun_2025_Gujarat_StateLabs.pdf,high,state,active
e7e5f511-b95a-4637-bfaf-e77ca5f28b7d,Pantoprazole Tablet,UP2501,Trishakti Healthcare Ltd.,2025-06-07,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,medium,central,active
5494a2ed-d374-4c54-b1d7-6664c2616df4,Cetirizine Hydrochloride Tablet,AR8200,Greenfield Pharma Industries,2026-02-23,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Feb_2026__CentralLabs.pdf,high,central,active
786359fd-c93a-4b51-92ed-fa8c1ae364a7,Amoxicillin + Clavulanic Acid Tablet,PG6242,Kalash Biotech Ltd.,2025-09-09,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Sep_2025_Karnataka_StateLabs.pdf,high,state,active
744fce4e-5550-4cf1-b9b3-33451a208df8,Ciprofloxacin Hydrochloride Tablet,25118742,Ranjani Drugs & Chemicals Ltd.,2026-01-03,Disintegration test failure,CDSCO_NSQ_Alert_Jan_2026__CentralLabs.pdf,high,central,active
68d8cf91-db99-43ee-911d-9a32f68acb7c,Ciprofloxacin Hydrochloride Tablet,26096745,Everwell Pharmaceuticals Pvt. Ltd.,2026-02-05,Dissolution test failure,CDSCO_NSQ_Alert_Feb_2026_Karnataka_StateLabs.pdf,medium,state,active
d4adbf3a-2ff4-4744-98ec-cebab4f82821,Paracetamol Tablet,LOT24B549,Silverline Drugs Pvt. Ltd.,2025-06-24,Microbial contamination / sterility test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,medium,central,active
550d60c1-f944-413f-965e-396fa8e27e16,Ciprofloxacin Hydrochloride Tablet,LOT25E388,Everwell Pharmaceuticals Pvt. Ltd.,2025-06-16,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,low,central,active
ad2e3c69-663b-4fa2-97b3-5674747a703e,Paracetamol Tablet,25103117,Amrutha Drugs Ltd.,2025-06-11,Disintegration test failure,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
fd4c989f-bd1d-44c2-9449-e26208395024,Diclofenac Sodium Tablet,LOT25F985,Sanjeevani Formulations Pvt. Ltd.,2024-12-28,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Dec_2024__CentralLabs.pdf,high,central,active
c37e21b8-c54a-44f8-942f-8e32368cd255,Cefixime Tablet,TS9571,Vaidya Labs Pvt. Ltd.,2024-05-16,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_May_2024__CentralLabs.pdf,high,central,active
7a7b75ab-7903-4d0a-8f86-155ee5732748,Metformin Hydrochloride Tablet,GJ1438,Nirmala Biotech Pvt. Ltd.,2025-06-05,pH value out of specified range,CDSCO_NSQ_Alert_Jun_2025_TamilNadu_StateLabs.pdf,medium,state,active
c8fcd49a-9ce3-4d0e-a85e-602669714dde,Ofloxacin Tablet,LOT26E682,Ranjani Drugs & Chemicals Ltd.,2025-05-09,Weight variation test failure,CDSCO_NSQ_Alert_May_2025_Maharashtra_StateLabs.pdf,high,state,active
1f93f4e9-6c76-456f-a5be-32b5d737b051,Cetirizine Hydrochloride Tablet,24051207,Nirmala Biotech Pvt. Ltd.,2025-07-04,Loss on drying test failure,CDSCO_NSQ_Alert_Jul_2025__CentralLabs.pdf,high,central,active
15736e7f-e6e2-404b-9f83-010f45cd5a88,Diclofenac Sodium Tablet,VZ4986,Girivan Pharmaceuticals Pvt. Ltd.,2024-06-26,Assay (content of active ingredient) out of specified limits,CDSCO_NSQ_Alert_Jun_2024_Karnataka_StateLabs.pdf,medium,state,active
a08299f9-a13b-4be7-919d-7bded3138df7,Ciprofloxacin Hydrochloride Tablet,AB7806,Ranjani Drugs & Chemicals Ltd.,2026-06-02,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Jun_2026_Haryana_StateLabs.pdf,low,state,active
713b47c0-8815-4619-b4aa-2475e1372fb3,Cetirizine Hydrochloride Tablet,26042169,Ranjani Drugs & Chemicals Ltd.,2024-01-15,Weight variation test failure,CDSCO_NSQ_Alert_Jan_2024__CentralLabs.pdf,high,central,active
022358c9-bdde-4070-b5dd-f352da510757,Azithromycin Tablet,LOT24C707,Crescent Healthcare Ltd.,2024-04-15,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Apr_2024__CentralLabs.pdf,high,central,active
0c7f95fc-c495-451b-95bb-7e29aa5256b8,Azithromycin Tablet,VM4562,Kalash Biotech Ltd.,2026-06-24,pH value out of specified range,CDSCO_NSQ_Alert_Jun_2026__CentralLabs.pdf,high,central,active
91caf761-6175-4044-8c5f-d04ffcf3e963,Amoxicillin + Clavulanic Acid Tablet,XS9340,Meridian Formulations Pvt. Ltd.,2025-12-24,Description does not match approved specification (visual defect),CDSCO_NSQ_Alert_Dec_2025_Maharashtra_StateLabs.pdf,medium,state,active
017d7e5e-5245-4338-a17b-5c54dcf69b7a,Paracetamol Tablet,LOT24D376,Silverline Drugs Pvt. Ltd.,2025-06-15,Friability test failure,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
e37ff077-3fb0-4435-950f-1f4c5f2bbdeb,Amlodipine Besylate Tablet,LOT25D170,Greenfield Pharma Industries,2025-06-18,Related substances / degradation impurities beyond specified limit,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
c6c37ac1-ca1e-4949-971d-42c0defedeae,Cetirizine Hydrochloride Tablet,25042422,Suraksha Pharmaceuticals Ltd.,2026-01-15,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Jan_2026_Gujarat_StateLabs.pdf,high,state,active
0b33e26e-395a-422f-b95a-98e67ba0fba1,Paracetamol Tablet,26117140,Northstar Remedies Ltd.,2025-06-02,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Jun_2025_Karnataka_StateLabs.pdf,high,state,active
b4f24efd-8a54-4550-b63c-a451b147f679,Pantoprazole Tablet,VQ8012,Crescent Healthcare Ltd.,2024-03-08,Assay (content of active ingredient) out of specified limits,CDSCO_NSQ_Alert_Mar_2024_Kerala_StateLabs.pdf,medium,state,active
17c68c09-29d3-4731-a735-0d8ee3959be4,Pantoprazole Tablet,XZ5343,Aadhya Pharma Industries,2024-04-22,Friability test failure,CDSCO_NSQ_Alert_Apr_2024_Karnataka_StateLabs.pdf,high,state,active
3569a8ba-6155-4ac6-9a58-f87102d3e7b1,Amlodipine Besylate Tablet,WB5778,Silverline Drugs Pvt. Ltd.,2025-06-18,Friability test failure,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
de166687-e83e-44e6-81bc-662f8a4b0f89,Diclofenac Sodium Tablet,LOT24B526,Suraksha Pharmaceuticals Ltd.,2025-10-20,Content uniformity test failure,CDSCO_NSQ_Alert_Oct_2025_Karnataka_StateLabs.pdf,medium,state,active
d685c3b2-df44-4036-b33c-82221a825c3b,Diclofenac Sodium Tablet,LOT25A612,Suraksha Pharmaceuticals Ltd.,2025-06-26,Microbial contamination / sterility test failure,CDSCO_NSQ_Alert_Jun_2025_TamilNadu_StateLabs.pdf,high,state,active
2edd931f-8415-4876-b123-48de726a9bd3,Amlodipine Besylate Tablet,TK2537,Meridian Formulations Pvt. Ltd.,2025-02-22,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Feb_2025_TamilNadu_StateLabs.pdf,medium,state,active
e27f5400-5525-40b1-9e62-ac3f6c6b5fbe,Pantoprazole Tablet,24073467,Silverline Drugs Pvt. Ltd.,2025-06-15,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Jun_2025_Gujarat_StateLabs.pdf,high,state,active
d72fb3cd-afde-45f2-96d0-a9bc5a2740e8,Amlodipine Besylate Tablet,FV3808,Nirmala Biotech Pvt. Ltd.,2025-06-20,Microbial contamination / sterility test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,high,central,active
ebf00cd4-d45c-4842-999d-48e94baac74f,Paracetamol Tablet,LOT26D336,Bhoomi Remedies Pvt. Ltd.,2025-06-13,Loss on drying test failure,CDSCO_NSQ_Alert_Jun_2025_Gujarat_StateLabs.pdf,medium,state,active
d5ab993b-cff6-4f38-bd27-7a5a7cfce7d4,Ofloxacin Tablet,25031687,Silverline Drugs Pvt. Ltd.,2025-05-08,Assay (content of active ingredient) out of specified limits,CDSCO_NSQ_Alert_May_2025_Maharashtra_StateLabs.pdf,high,state,active
208fcbdd-43f5-474d-9656-8e53d7ec5978,Atorvastatin Calcium Tablet,24027116,Amrutha Drugs Ltd.,2026-06-17,Related substances / degradation impurities beyond specified limit,CDSCO_NSQ_Alert_Jun_2026_WestBengal_StateLabs.pdf,high,state,active
89bb2897-8a81-4e82-a565-39cce1de369f,Metformin Hydrochloride Tablet,24065297,Girivan Pharmaceuticals Pvt. Ltd.,2025-06-25,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Jun_2025_Haryana_StateLabs.pdf,low,state,active
01508cb4-8ce5-4332-af86-80b1bbd62318,Cetirizine Hydrochloride Tablet,LOT24D285,Suraksha Pharmaceuticals Ltd.,2025-08-24,Content uniformity test failure,CDSCO_NSQ_Alert_Aug_2025_Maharashtra_StateLabs.pdf,medium,state,active
af3da61d-96b4-46d3-82a8-af51f9735e76,Atorvastatin Calcium Tablet,26046462,Aadhya Pharma Industries,2026-06-17,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Jun_2026__CentralLabs.pdf,medium,central,active
e49e6275-ca03-446f-a676-564ff6ba4508,Metformin Hydrochloride Tablet,24064338,Suraksha Pharmaceuticals Ltd.,2024-01-06,Loss on drying test failure,CDSCO_NSQ_Alert_Jan_2024_MadhyaPradesh_StateLabs.pdf,high,state,active
092f80f3-7fcf-4c5b-81fa-f20cad96db8b,Cetirizine Hydrochloride Tablet,MV9901,Northstar Remedies Ltd.,2025-06-02,Content uniformity test failure,CDSCO_NSQ_Alert_Jun_2025_Kerala_StateLabs.pdf,high,state,active
5ffb108c-2f78-43eb-b4f9-ac8ac268d1f6,Cetirizine Hydrochloride Tablet,LOT26B883,Ranjani Drugs & Chemicals Ltd.,2025-06-21,Microbial contamination / sterility test failure,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,low,state,active
51100829-461f-4b6d-b9bd-03a68da9d468,Cefixime Tablet,24104152,Ranjani Drugs & Chemicals Ltd.,2026-04-13,Content uniformity test failure,CDSCO_NSQ_Alert_Apr_2026_TamilNadu_StateLabs.pdf,medium,state,active
bc068987-2377-4bef-b142-f746b75e092b,Cefixime Tablet,HQ6107,Suraksha Pharmaceuticals Ltd.,2026-01-31,Related substances / degradation impurities beyond specified limit,CDSCO_NSQ_Alert_Jan_2026_Rajasthan_StateLabs.pdf,high,state,active
585245a9-bb23-49c4-a763-e67b4b066b47,Cefixime Tablet,26041009,Punarnava Life Sciences Ltd.,2025-06-13,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Jun_2025_TamilNadu_StateLabs.pdf,medium,state,active
04857a19-1962-460a-b103-faa2840ae3fc,Amoxicillin + Clavulanic Acid Tablet,EG4321,Sanjeevani Formulations Pvt. Ltd.,2025-06-03,Dissolution test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,medium,central,active
f1319e66-b961-4dc3-953e-90e71b44fa64,Azithromycin Tablet,GC8057,Ranjani Drugs & Chemicals Ltd.,2025-06-29,Friability test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,high,central,active
f604ba4a-3853-4bf4-9f5f-8afb3534e131,Ofloxacin Tablet,LOT24C704,Crescent Healthcare Ltd.,2026-02-21,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_Feb_2026__CentralLabs.pdf,high,central,active
cd1227c8-6ce3-406a-8818-f988847b94e2,Amlodipine Besylate Tablet,RP3510,Amrutha Drugs Ltd.,2025-06-09,Description does not match approved specification (visual defect),CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
1ed2ca2e-ad4d-4d2e-8b46-7a8fc4d22a99,Azithromycin Tablet,24066618,Punarnava Life Sciences Ltd.,2025-11-11,Description does not match approved specification (visual defect),CDSCO_NSQ_Alert_Nov_2025_Karnataka_StateLabs.pdf,high,state,active
bb60178e-36b3-4acf-a8b4-38cf55097293,Paracetamol Tablet,KL7646,Everwell Pharmaceuticals Pvt. Ltd.,2026-05-06,Water content (Karl Fischer) test failure,CDSCO_NSQ_Alert_May_2026_UttarPradesh_StateLabs.pdf,high,state,active
cbee9b60-972d-4805-943d-dcf077014d5f,Ofloxacin Tablet,LOT25E971,Silverline Drugs Pvt. Ltd.,2026-01-19,Disintegration test failure,CDSCO_NSQ_Alert_Jan_2026__CentralLabs.pdf,high,central,active
c1a7ebef-f7a3-4d23-83b5-aee974bb7b18,Atorvastatin Calcium Tablet,LOT26B998,Amrutha Drugs Ltd.,2025-01-12,Disintegration test failure,CDSCO_NSQ_Alert_Jan_2025_Gujarat_StateLabs.pdf,high,state,active
f1f2f3d2-6d25-4f7a-b17f-c6ee420bcb6a,Cetirizine Hydrochloride Tablet,26046046,Punarnava Life Sciences Ltd.,2024-11-06,Content uniformity test failure,CDSCO_NSQ_Alert_Nov_2024_Rajasthan_StateLabs.pdf,low,state,active
626cd755-6c86-4b15-93ee-10494cfc5445,Metformin Hydrochloride Tablet,LOT24C525,Ranjani Drugs & Chemicals Ltd.,2026-06-25,Friability test failure,CDSCO_NSQ_Alert_Jun_2026_Maharashtra_StateLabs.pdf,high,state,active
6a1de2ae-1c46-4450-9a46-bd96db3e3fe2,Ofloxacin Tablet,VN5327,Trishakti Healthcare Ltd.,2025-06-15,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,medium,central,active
30463c4f-df97-438e-b955-87c193fb0701,Cefixime Tablet,HE4797,Sanjeevani Formulations Pvt. Ltd.,2026-03-27,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Mar_2026__CentralLabs.pdf,high,central,active
4041b6f6-1267-4acf-9537-5920c3191137,Atorvastatin Calcium Tablet,LOT24F733,Punarnava Life Sciences Ltd.,2024-02-16,Disintegration test failure,CDSCO_NSQ_Alert_Feb_2024_Gujarat_StateLabs.pdf,high,state,active
3c6d774d-a187-4726-9ada-9d70cb61b6db,Azithromycin Tablet,25095235,Everwell Pharmaceuticals Pvt. Ltd.,2025-06-28,Related substances / degradation impurities beyond specified limit,CDSCO_NSQ_Alert_Jun_2025_Karnataka_StateLabs.pdf,high,state,active
59392898-e889-4a08-ae7f-765bfde7d30d,Azithromycin Tablet,BZ1607,Ranjani Drugs & Chemicals Ltd.,2025-07-14,Loss on drying test failure,CDSCO_NSQ_Alert_Jul_2025__CentralLabs.pdf,high,central,active
bd8e7fa2-9980-4638-abdb-6b0f0a72f179,Paracetamol Tablet,UJ8678,Kavach Pharma Industries,2025-02-26,Content uniformity test failure,CDSCO_NSQ_Alert_Feb_2025_Telangana_StateLabs.pdf,high,state,active
884e4434-2f52-4ceb-8967-278600f109d0,Ofloxacin Tablet,24096392,Suraksha Pharmaceuticals Ltd.,2025-06-16,Weight variation test failure,CDSCO_NSQ_Alert_Jun_2025_WestBengal_StateLabs.pdf,medium,state,active
ee2a3de4-52eb-4be1-98a4-e5b0e9f05bda,Ciprofloxacin Hydrochloride Tablet,LOT26D970,Crescent Healthcare Ltd.,2026-02-03,Description does not match approved specification (visual defect),CDSCO_NSQ_Alert_Feb_2026_Gujarat_StateLabs.pdf,high,state,active
4fcb251e-e52c-47a0-8ffe-408583959cc3,Cetirizine Hydrochloride Tablet,24042150,Vaidya Labs Pvt. Ltd.,2025-06-02,pH value out of specified range,CDSCO_NSQ_Alert_Jun_2025_AndhraPradesh_StateLabs.pdf,high,state,active
9e474829-1cfa-4f83-90fe-f66b68f6ca59,Ciprofloxacin Hydrochloride Tablet,LOT24H444,Amrutha Drugs Ltd.,2025-06-29,Friability test failure,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
290ddcf7-55aa-40ce-9336-9707d7d6995e,Ciprofloxacin Hydrochloride Tablet,SR4466,Bhoomi Remedies Pvt. Ltd.,2024-10-15,Content uniformity test failure,CDSCO_NSQ_Alert_Oct_2024__CentralLabs.pdf,medium,central,active
2ffb7a2d-d486-409a-b61e-0455867bc7c3,Pantoprazole Tablet,26023639,Trishakti Healthcare Ltd.,2025-03-27,Microbial contamination / sterility test failure,CDSCO_NSQ_Alert_Mar_2025_Karnataka_StateLabs.pdf,medium,state,active
43c68d77-2dab-42f3-967b-c3277a10d2e8,Pantoprazole Tablet,LOT25D357,Kavach Pharma Industries,2024-09-19,Assay (content of active ingredient) out of specified limits,CDSCO_NSQ_Alert_Sep_2024_TamilNadu_StateLabs.pdf,low,state,active
61ff7632-87af-4ea0-97dc-b0330a7bbba2,Paracetamol Tablet,LOT24H134,Vaidya Labs Pvt. Ltd.,2024-11-28,Disintegration test failure,CDSCO_NSQ_Alert_Nov_2024__CentralLabs.pdf,high,central,active
47cbcd95-e3d1-435d-bcc7-5bb30979a974,Ofloxacin Tablet,LOT26F768,Northstar Remedies Ltd.,2025-06-28,pH value out of specified range,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,medium,central,active
46e3ca8f-4a74-4e07-aef0-4340ffe8a381,Pantoprazole Tablet,EF4896,Sanjeevani Formulations Pvt. Ltd.,2025-05-05,Friability test failure,CDSCO_NSQ_Alert_May_2025__CentralLabs.pdf,medium,central,active
a0b0cdfc-c389-488c-ad8e-052f6875bb56,Metformin Hydrochloride Tablet,24086789,Nirmala Biotech Pvt. Ltd.,2025-06-08,Label claim mismatch with declared composition,CDSCO_NSQ_Alert_Jun_2025_MadhyaPradesh_StateLabs.pdf,high,state,active
2ab26568-70de-4a89-9bf5-bd81fe55894f,Paracetamol Tablet,LOT26C565,Crescent Healthcare Ltd.,2024-04-12,Uniformity of dosage units failure,CDSCO_NSQ_Alert_Apr_2024_Rajasthan_StateLabs.pdf,high,state,active
8c5c5b54-13eb-4afa-bbe4-d539cccb336e,Cefixime Tablet,LOT24H351,Ranjani Drugs & Chemicals Ltd.,2025-06-03,pH value out of specified range,CDSCO_NSQ_Alert_Jun_2025_Maharashtra_StateLabs.pdf,high,state,active
f7b3534e-bb10-410d-bf4d-fcb84f2817e5,Amoxicillin + Clavulanic Acid Tablet,26017421,Ranjani Drugs & Chemicals Ltd.,2025-06-26,Weight variation test failure,CDSCO_NSQ_Alert_Jun_2025__CentralLabs.pdf,medium,central,active
c7c9b626-c9fa-45ac-bfe0-28c4b2c7b732,Metformin Hydrochloride Tablet,LOT26A375,Silverline Drugs Pvt. Ltd.,2024-05-26,Content uniformity test failure,CDSCO_NSQ_Alert_May_2024_Karnataka_StateLabs.pdf,high,state,active
